date,storage,inflow,outflow,evaporation,elevation
1980-01-01,NA,NA,110.436,NA,NA
1980-01-02,NA,NA,80.137,NA,NA
1980-01-03,NA,NA,80.137,NA,NA
1980-01-04,NA,NA,79.853,NA,NA
1980-01-05,NA,NA,79.287,NA,NA
1980-01-06,NA,NA,79.57,NA,NA
1980-01-07,NA,NA,79.57,NA,NA
1980-01-08,NA,NA,79.57,NA,NA
1980-01-09,NA,NA,85.8,NA,NA
1980-01-10,NA,NA,95.711,NA,NA
1980-01-11,NA,NA,97.976,NA,NA
1980-01-12,NA,NA,577.663,NA,NA
1980-01-13,NA,NA,798.534,NA,NA
1980-01-14,NA,NA,690.93,NA,NA
1980-01-15,NA,NA,356.792,NA,NA
1980-01-16,NA,NA,379.445,NA,NA
1980-01-17,NA,NA,325.643,NA,NA
1980-01-18,NA,NA,234.463,NA,NA
1980-01-19,NA,NA,197.934,NA,NA
1980-01-20,NA,NA,159.707,NA,NA
1980-01-21,NA,NA,141.584,NA,NA
1980-01-22,NA,NA,131.673,NA,NA
1980-01-23,NA,NA,125.16,NA,NA
1980-01-24,NA,NA,121.196,NA,NA
1980-01-25,NA,NA,119.497,NA,NA
1980-01-26,NA,NA,119.214,NA,NA
1980-01-27,NA,NA,119.214,NA,NA
1980-01-28,NA,NA,119.214,NA,NA
1980-01-29,NA,NA,118.931,NA,NA
1980-01-30,NA,NA,118.647,NA,NA
1980-01-31,NA,NA,118.081,NA,NA
1980-02-01,NA,NA,118.081,NA,NA
1980-02-02,NA,NA,117.798,NA,NA
1980-02-03,NA,NA,117.515,NA,NA
1980-02-04,NA,NA,102.79,NA,NA
1980-02-05,NA,NA,93.729,NA,NA
1980-02-06,NA,NA,99.675,NA,NA
1980-02-07,NA,NA,102.224,NA,NA
1980-02-08,NA,NA,102.224,NA,NA
1980-02-09,NA,NA,102.224,NA,NA
1980-02-10,NA,NA,102.224,NA,NA
1980-02-11,NA,NA,109.02,NA,NA
1980-02-12,NA,NA,112.701,NA,NA
1980-02-13,NA,NA,113.834,NA,NA
1980-02-14,NA,NA,114.966,NA,NA
1980-02-15,NA,NA,117.515,NA,NA
1980-02-16,NA,NA,123.744,NA,NA
1980-02-17,NA,NA,252.869,NA,NA
1980-02-18,NA,NA,407.762,NA,NA
1980-02-19,NA,NA,594.653,NA,NA
1980-02-20,NA,NA,365.287,NA,NA
1980-02-21,NA,NA,373.782,NA,NA
1980-02-22,NA,NA,472.891,NA,NA
1980-02-23,NA,NA,518.197,NA,NA
1980-02-24,NA,NA,407.762,NA,NA
1980-02-25,NA,NA,305.821,NA,NA
1980-02-26,NA,NA,274.39,NA,NA
1980-02-27,NA,NA,230.216,NA,NA
1980-02-28,NA,NA,255.418,NA,NA
1980-02-29,NA,NA,237.578,NA,NA
1980-03-01,NA,NA,209.827,NA,NA
1980-03-02,NA,NA,177.546,NA,NA
1980-03-03,NA,NA,174.431,NA,NA
1980-03-04,NA,NA,156.875,NA,NA
1980-03-05,NA,NA,164.804,NA,NA
1980-03-06,NA,NA,182.36,NA,NA
1980-03-07,NA,NA,162.538,NA,NA
1980-03-08,NA,NA,148.946,NA,NA
1980-03-09,NA,NA,140.168,NA,NA
1980-03-10,NA,NA,134.222,NA,NA
1980-03-11,NA,NA,130.257,NA,NA
1980-03-12,NA,NA,127.709,NA,NA
1980-03-13,NA,NA,124.311,NA,NA
1980-03-14,NA,NA,123.178,NA,NA
1980-03-15,NA,NA,126.576,NA,NA
1980-03-16,NA,NA,123.744,NA,NA
1980-03-17,NA,NA,120.913,NA,NA
1980-03-18,NA,NA,120.063,NA,NA
1980-03-19,NA,NA,118.931,NA,NA
1980-03-20,NA,NA,118.647,NA,NA
1980-03-21,NA,NA,118.647,NA,NA
1980-03-22,NA,NA,118.647,NA,NA
1980-03-23,NA,NA,118.647,NA,NA
1980-03-24,NA,NA,118.364,NA,NA
1980-03-25,NA,NA,118.081,NA,NA
1980-03-26,NA,NA,117.798,NA,NA
1980-03-27,NA,NA,117.798,NA,NA
1980-03-28,NA,NA,117.515,NA,NA
1980-03-29,NA,NA,117.232,NA,NA
1980-03-30,NA,NA,116.948,NA,NA
1980-03-31,NA,NA,116.948,NA,NA
1980-04-01,NA,NA,116.665,NA,NA
1980-04-02,NA,NA,113.834,NA,NA
1980-04-03,NA,NA,116.099,NA,NA
1980-04-04,NA,NA,115.816,NA,NA
1980-04-05,NA,NA,116.099,NA,NA
1980-04-06,NA,NA,116.099,NA,NA
1980-04-07,NA,NA,116.382,NA,NA
1980-04-08,NA,NA,116.382,NA,NA
1980-04-09,NA,NA,116.382,NA,NA
1980-04-10,NA,NA,116.382,NA,NA
1980-04-11,NA,NA,116.099,NA,NA
1980-04-12,NA,NA,116.099,NA,NA
1980-04-13,NA,NA,116.099,NA,NA
1980-04-14,NA,NA,116.099,NA,NA
1980-04-15,NA,NA,115.816,NA,NA
1980-04-16,NA,NA,116.099,NA,NA
1980-04-17,NA,NA,116.099,NA,NA
1980-04-18,NA,NA,116.099,NA,NA
1980-04-19,NA,NA,116.099,NA,NA
1980-04-20,NA,NA,116.099,NA,NA
1980-04-21,NA,NA,116.099,NA,NA
1980-04-22,NA,NA,116.099,NA,NA
1980-04-23,NA,NA,116.099,NA,NA
1980-04-24,NA,NA,116.099,NA,NA
1980-04-25,NA,NA,116.099,NA,NA
1980-04-26,NA,NA,116.099,NA,NA
1980-04-27,NA,NA,116.099,NA,NA
1980-04-28,NA,NA,116.099,NA,NA
1980-04-29,NA,NA,116.099,NA,NA
1980-04-30,NA,NA,116.382,NA,NA
1980-05-01,NA,NA,116.382,NA,NA
1980-05-02,NA,NA,116.382,NA,NA
1980-05-03,NA,NA,116.665,NA,NA
1980-05-04,NA,NA,105.905,NA,NA
1980-05-05,NA,NA,66.544,NA,NA
1980-05-06,NA,NA,62.58,NA,NA
1980-05-07,NA,NA,62.58,NA,NA
1980-05-08,NA,NA,71.925,NA,NA
1980-05-09,NA,NA,76.739,NA,NA
1980-05-10,NA,NA,76.172,NA,NA
1980-05-11,NA,NA,64.845,NA,NA
1980-05-12,NA,NA,62.58,NA,NA
1980-05-13,NA,NA,62.58,NA,NA
1980-05-14,NA,NA,72.491,NA,NA
1980-05-15,NA,NA,74.756,NA,NA
1980-05-16,NA,NA,76.172,NA,NA
1980-05-17,NA,NA,77.305,NA,NA
1980-05-18,NA,NA,77.305,NA,NA
1980-05-19,NA,NA,82.685,NA,NA
1980-05-20,NA,NA,88.348,NA,NA
1980-05-21,NA,NA,108.17,NA,NA
1980-05-22,NA,NA,118.364,NA,NA
1980-05-23,NA,NA,118.364,NA,NA
1980-05-24,NA,NA,109.586,NA,NA
1980-05-25,NA,NA,63.996,NA,NA
1980-05-26,NA,NA,76.739,NA,NA
1980-05-27,NA,NA,109.869,NA,NA
1980-05-28,NA,NA,79.004,NA,NA
1980-05-29,NA,NA,70.226,NA,NA
1980-05-30,NA,NA,69.093,NA,NA
1980-05-31,NA,NA,68.527,NA,NA
1980-06-01,NA,NA,68.527,NA,NA
1980-06-02,NA,NA,67.394,NA,NA
1980-06-03,NA,NA,67.394,NA,NA
1980-06-04,NA,NA,68.243,NA,NA
1980-06-05,NA,NA,68.527,NA,NA
1980-06-06,NA,NA,68.527,NA,NA
1980-06-07,NA,NA,68.243,NA,NA
1980-06-08,NA,NA,67.96,NA,NA
1980-06-09,NA,NA,75.323,NA,NA
1980-06-10,NA,NA,78.438,NA,NA
1980-06-11,NA,NA,89.198,NA,NA
1980-06-12,NA,NA,94.578,NA,NA
