date,storage,inflow,outflow,evaporation,elevation
1980-01-01,NA,NA,0.68,NA,NA
1980-01-02,NA,NA,0.68,NA,NA
1980-01-03,NA,NA,0.68,NA,NA
1980-01-04,NA,NA,0.68,NA,NA
1980-01-05,NA,NA,0.68,NA,NA
1980-01-06,NA,NA,0.68,NA,NA
1980-01-07,NA,NA,0.651,NA,NA
1980-01-08,NA,NA,0.651,NA,NA
1980-01-09,NA,NA,0.651,NA,NA
1980-01-10,NA,NA,0.651,NA,NA
1980-01-11,NA,NA,0.623,NA,NA
1980-01-12,NA,NA,0.623,NA,NA
1980-01-13,NA,NA,0.623,NA,NA
1980-01-14,NA,NA,0.651,NA,NA
1980-01-15,NA,NA,0.595,NA,NA
1980-01-16,NA,NA,0.623,NA,NA
1980-01-17,NA,NA,0.595,NA,NA
1980-01-18,NA,NA,0.566,NA,NA
1980-01-19,NA,NA,0.821,NA,NA
1980-01-20,NA,NA,0.906,NA,NA
1980-01-21,NA,NA,0.651,NA,NA
1980-01-22,NA,NA,0.566,NA,NA
1980-01-23,NA,NA,0.51,NA,NA
1980-01-24,NA,NA,0.51,NA,NA
1980-01-25,NA,NA,0.481,NA,NA
1980-01-26,NA,NA,0.453,NA,NA
1980-01-27,NA,NA,0.425,NA,NA
1980-01-28,NA,NA,0.396,NA,NA
1980-01-29,NA,NA,0.368,NA,NA
1980-01-30,NA,NA,0.368,NA,NA
1980-01-31,NA,NA,0.368,NA,NA
1980-02-01,NA,NA,0.368,NA,NA
1980-02-02,NA,NA,0.396,NA,NA
1980-02-03,NA,NA,0.425,NA,NA
1980-02-04,NA,NA,0.396,NA,NA
1980-02-05,NA,NA,0.396,NA,NA
1980-02-06,NA,NA,0.396,NA,NA
1980-02-07,NA,NA,0.368,NA,NA
1980-02-08,NA,NA,0.368,NA,NA
1980-02-09,NA,NA,0.368,NA,NA
1980-02-10,NA,NA,0.368,NA,NA
1980-02-11,NA,NA,0.368,NA,NA
1980-02-12,NA,NA,0.368,NA,NA
1980-02-13,NA,NA,0.425,NA,NA
1980-02-14,NA,NA,0.425,NA,NA
1980-02-15,NA,NA,0.566,NA,NA
1980-02-16,NA,NA,0.793,NA,NA
1980-02-17,NA,NA,0.651,NA,NA
1980-02-18,NA,NA,0.623,NA,NA
1980-02-19,NA,NA,0.991,NA,NA
1980-02-20,NA,NA,1.529,NA,NA
1980-02-21,NA,NA,3.568,NA,NA
1980-02-22,NA,NA,4.078,NA,NA
1980-02-23,NA,NA,2.633,NA,NA
1980-02-24,NA,NA,1.756,NA,NA
1980-02-25,NA,NA,1.472,NA,NA
1980-02-26,NA,NA,1.246,NA,NA
1980-02-27,NA,NA,1.218,NA,NA
1980-02-28,NA,NA,1.218,NA,NA
1980-02-29,NA,NA,1.218,NA,NA
1980-03-01,NA,NA,1.133,NA,NA
1980-03-02,NA,NA,1.133,NA,NA
1980-03-03,NA,NA,1.246,NA,NA
1980-03-04,NA,NA,1.218,NA,NA
1980-03-05,NA,NA,1.161,NA,NA
1980-03-06,NA,NA,1.104,NA,NA
1980-03-07,NA,NA,1.104,NA,NA
1980-03-08,NA,NA,1.104,NA,NA
1980-03-09,NA,NA,1.104,NA,NA
1980-03-10,NA,NA,1.104,NA,NA
1980-03-11,NA,NA,1.048,NA,NA
1980-03-12,NA,NA,1.189,NA,NA
1980-03-13,NA,NA,1.274,NA,NA
1980-03-14,NA,NA,1.218,NA,NA
1980-03-15,NA,NA,1.189,NA,NA
1980-03-16,NA,NA,1.161,NA,NA
1980-03-17,NA,NA,1.133,NA,NA
1980-03-18,NA,NA,1.076,NA,NA
1980-03-19,NA,NA,1.076,NA,NA
1980-03-20,NA,NA,1.104,NA,NA
1980-03-21,NA,NA,1.076,NA,NA
1980-03-22,NA,NA,1.076,NA,NA
1980-03-23,NA,NA,1.076,NA,NA
1980-03-24,NA,NA,5.607,NA,NA
1980-03-25,NA,NA,4.389,NA,NA
1980-03-26,NA,NA,3.568,NA,NA
1980-03-27,NA,NA,3.341,NA,NA
1980-03-28,NA,NA,5.239,NA,NA
1980-03-29,NA,NA,11.723,NA,NA
1980-03-30,NA,NA,33.697,NA,NA
1980-03-31,NA,NA,12.063,NA,NA
1980-04-01,NA,NA,5.663,NA,NA
1980-04-02,NA,NA,4.389,NA,NA
1980-04-03,NA,NA,8.099,NA,NA
1980-04-04,NA,NA,4.955,NA,NA
1980-04-05,NA,NA,3.794,NA,NA
1980-04-06,NA,NA,3.398,NA,NA
1980-04-07,NA,NA,0.906,NA,NA
1980-04-08,NA,NA,0.85,NA,NA
1980-04-09,NA,NA,0.821,NA,NA
1980-04-10,NA,NA,0.878,NA,NA
1980-04-11,NA,NA,2.01,NA,NA
1980-04-12,NA,NA,3.2,NA,NA
1980-04-13,NA,NA,3.313,NA,NA
1980-04-14,NA,NA,3.455,NA,NA
1980-04-15,NA,NA,3.426,NA,NA
1980-04-16,NA,NA,3.143,NA,NA
1980-04-17,NA,NA,4.049,NA,NA
1980-04-18,NA,NA,7.192,NA,NA
1980-04-19,NA,NA,7.277,NA,NA
1980-04-20,NA,NA,7.192,NA,NA
1980-04-21,NA,NA,7.192,NA,NA
1980-04-22,NA,NA,7.164,NA,NA
1980-04-23,NA,NA,7.108,NA,NA
1980-04-24,NA,NA,14.017,NA,NA
1980-04-25,NA,NA,22.597,NA,NA
1980-04-26,NA,NA,22.54,NA,NA
1980-04-27,NA,NA,22.455,NA,NA
1980-04-28,NA,NA,22.314,NA,NA
1980-04-29,NA,NA,16.792,NA,NA
1980-04-30,NA,NA,9.713,NA,NA
1980-05-01,NA,NA,9.599,NA,NA
1980-05-02,NA,NA,9.599,NA,NA
1980-05-03,NA,NA,9.543,NA,NA
1980-05-04,NA,NA,9.458,NA,NA
1980-05-05,NA,NA,7.787,NA,NA
1980-05-06,NA,NA,1.076,NA,NA
1980-05-07,NA,NA,0.906,NA,NA
1980-05-08,NA,NA,0.821,NA,NA
1980-05-09,NA,NA,0.85,NA,NA
1980-05-10,NA,NA,0.906,NA,NA
1980-05-11,NA,NA,0.934,NA,NA
